Step, Memory, Heap, Allocated, Reclaimed, Live, Mutator, Collector
54, 224198656, 140006192, 442423264, 15248, 112000228, 655009129, 261
55, 224198656, 140006648, 442423720, 15248, 112000228, 655009129, 261
56, 224198656, 140007104, 442424176, 15248, 112000228, 655009129, 261
57, 224198656, 140007560, 442424632, 15248, 112000228, 655009129, 261
58, 224198656, 140008016, 442425088, 15248, 112000228, 655009129, 261
59, 224198656, 140008472, 442425544, 15248, 112000228, 655009129, 261
60, 224198656, 140008888, 442425960, 15248, 112000228, 655009129, 261
61, 224198656, 140009304, 442426376, 15248, 112000228, 19009062, 261
62, 224198656, 140009716, 442426788, 15248, 112000228, 19009040, 261
63, 224198656, 140010128, 442427200, 15248, 112000228, 19009040, 261
64, 224198656, 140010540, 442427612, 15248, 112000228, 19009040, 261
65, 224198656, 140010952, 442428024, 15248, 112000228, 19009040, 261
66, 224198656, 140011364, 442428436, 15248, 112000228, 19009040, 261
67, 224198656, 140011776, 442428848, 15248, 112000228, 19009040, 261
68, 224198656, 140012188, 442429260, 15248, 112000228, 19009040, 261
69, 224198656, 140012600, 442429672, 15248, 112000228, 19009040, 261
70, 224198656, 140013012, 442430084, 15248, 112000228, 19009040, 261
71, 224198656, 140013424, 442430496, 15248, 112000228, 19009040, 261
72, 224198656, 140013836, 442430908, 15248, 112000228, 19009040, 261
73, 224198656, 140014248, 442431320, 15248, 112000228, 19009040, 261
74, 224198656, 140014660, 442431732, 15248, 112000228, 19009040, 261
75, 224198656, 140015072, 442432144, 15248, 112000228, 19009040, 261
76, 224198656, 140015484, 442432556, 15248, 112000228, 19009040, 261
77, 224198656, 140015896, 442432968, 15248, 112000228, 19009040, 261
78, 224198656, 140016308, 442433380, 15248, 112000228, 19009040, 261
79, 224198656, 140016720, 442433792, 15248, 112000228, 19009040, 261
80, 224198656, 140017132, 442434204, 15248, 112000228, 19009040, 261
81, 224198656, 140017544, 442434616, 15248, 112000228, 19009040, 261
82, 224198656, 140017956, 442435028, 15248, 112000228, 19009040, 261
83, 224198656, 140018368, 442435440, 15248, 112000228, 19009040, 261
84, 224198656, 140018780, 442435852, 15248, 112000228, 19009040, 261
85, 224198656, 140019232, 442436304, 15248, 112000228, 19009040, 261
86, 224198656, 140019684, 442436756, 15248, 112000228, 327509429, 261
87, 224198656, 140020140, 442437212, 15248, 112000228, 327509451, 261
88, 224198656, 140020596, 442437668, 15248, 112000228, 327509451, 261
89, 224198656, 140021052, 442438124, 15248, 112000228, 327509451, 261
90, 224198656, 140021508, 442438580, 15248, 112000228, 327509451, 261
91, 224198656, 140021964, 442439036, 15248, 112000228, 327509451, 261
92, 224198656, 140022420, 442439492, 15248, 112000228, 327509451, 261
93, 224198656, 140022876, 442439948, 15248, 112000228, 327509451, 261
94, 224198656, 140023332, 442440404, 15248, 112000228, 327509451, 261
95, 224198656, 142823700, 445240772, 15248, 112000228, 327509451, 261
96, 224198656, 145624068, 448041140, 15248, 112000228, 32208495, 261
97, 224198656, 148424432, 450841504, 15248, 112000228, 32208473, 261
98, 224198656, 151224796, 453641868, 15248, 112000228, 32208473, 261
99, 224198656, 154025160, 456442232, 15248, 112000228, 32208473, 261
100, 224198656, 156825524, 459242596, 15248, 112000228, 32208473, 261
101, 224198656, 159625888, 462042960, 15248, 112000228, 32208473, 261
102, 224198656, 162426252, 464843324, 15248, 112000228, 32208473, 261
103, 224198656, 165226616, 467643688, 15248, 112000228, 32208473, 261
104, 224198656, 168026980, 470444052, 15248, 112000228, 32208473, 261
105, 224198656, 170827344, 473244416, 15248, 112000228, 32208473, 261
106, 271777792, 103600460, 576845008, 70042496, 112000228, 32208473, 3161714058
107, 271777792, 106401012, 579645560, 70042496, 112000228, 32210975, 261
108, 271777792, 109201380, 582445928, 70042496, 112000228, 32208539, 261
109, 271777792, 112001748, 585246296, 70042496, 112000228, 32208539, 261
110, 271777792, 114802116, 588046664, 70042496, 112000228, 32208539, 261
111, 271777792, 117602484, 590847032, 70042496, 112000228, 32208539, 261
112, 271777792, 120402852, 593647400, 70042496, 112000228, 32208539, 261
113, 271777792, 123203220, 596447768, 70042496, 112000228, 32208539, 261
114, 271777792, 126003588, 599248136, 70042496, 112000228, 32208539, 261
115, 271777792, 128803956, 602048504, 70042496, 112000228, 32208539, 261
116, 271777792, 131604324, 604848872, 70042496, 112000228, 32208539, 261
117, 271777792, 134404692, 607649240, 70042496, 112000228, 32208539, 261
118, 271777792, 137205060, 610449608, 70042496, 112000228, 32208539, 261
119, 271777792, 140005428, 613249976, 70042496, 112000228, 32208539, 261
120, 271777792, 140005588, 613250136, 70042496, 112000228, 32208539, 261
121, 271777792, 142805956, 616050504, 70042496, 112000228, 4554, 261
122, 271777792, 145606324, 618850872, 70042496, 112000228, 32208760, 261
123, 271777792, 148406692, 621651240, 70042496, 112000228, 32208861, 261
124, 271777792, 151207060, 624451608, 70042496, 112000228, 32208861, 261
125, 271777792, 154007428, 627251976, 70042496, 112000228, 32208861, 261
126, 271777792, 16800460, 644052572, 210049832, 112000228, 32208861, 439133976
127, 271777792, 19600832, 646852944, 210049832, 112000228, 32208927, 261
128, 271777792, 22401200, 649653312, 210049832, 112000228, 32208861, 261
129, 271777792, 25200460, 674853908, 210050940, 112000228, 32208861, 702608976
130, 271777792, 28000832, 677654280, 210050940, 112000228, 32208927, 261
131, 271777792, 30801200, 680454648, 210050940, 112000228, 32208861, 261
132, 271777792, 33601568, 683255016, 210050940, 112000228, 32208861, 261
133, 271777792, 36401936, 686055384, 210050940, 112000228, 32208861, 261
134, 271777792, 39200460, 725255980, 210052784, 112000228, 32208861, 1141733976
135, 271777792, 42001012, 728056532, 210052784, 112000228, 32211269, 261
136, 271777792, 44801380, 730856900, 210052784, 112000228, 32208861, 261
137, 271777792, 47601748, 733657268, 210052784, 112000228, 32208861, 261
138, 271777792, 50402116, 736457636, 210052784, 112000228, 32208861, 261
139, 271777792, 53202484, 739258004, 210052784, 112000228, 32208861, 261
140, 271777792, 56002852, 742058372, 210052784, 112000228, 32208861, 261
141, 271777792, 58800460, 800858968, 210055544, 112000228, 32208861, 1756508976
142, 271777792, 61601012, 803659520, 210055544, 112000228, 32211269, 261
143, 271777792, 64401380, 806459888, 210055544, 112000228, 32208861, 261
144, 271777792, 67201748, 809260256, 210055544, 112000228, 32208861, 261
145, 271777792, 70002116, 812060624, 210055544, 112000228, 32208861, 261
146, 271777792, 72802484, 814860992, 210055544, 112000228, 32208861, 261
147, 271777792, 75602852, 817661360, 210055544, 112000228, 32208861, 261
148, 271777792, 78403220, 820461728, 210055544, 112000228, 32208861, 261
149, 271777792, 81203588, 823262096, 210055544, 112000228, 32208861, 261
150, 271777792, 84003956, 826062464, 210055544, 112000228, 32208861, 261
151, 271777792, 86804324, 828862832, 210055544, 112000228, 32208861, 261
152, 271777792, 89600460, 918463428, 210059776, 112000228, 32208861, 2722583976
153, 271777792, 92401012, 921263980, 210059776, 112000228, 32211297, 261
154, 271777792, 95201380, 924064348, 210059776, 112000228, 32208861, 261
155, 271777792, 98001748, 926864716, 210059776, 112000228, 32208861, 261
156, 271777792, 100802116, 929665084, 210059776, 112000228, 32208861, 261
157, 271777792, 103602484, 932465452, 210059776, 112000228, 32208861, 261
158, 271777792, 106402852, 935265820, 210059776, 112000228, 32208861, 261
159, 271777792, 109203220, 938066188, 210059776, 112000228, 32208861, 261
160, 271777792, 112003588, 940866556, 210059776, 112000228, 32208861, 261
161, 271777792, 114803956, 943666924, 210059776, 112000228, 32208861, 261
162, 271777792, 117604324, 946467292, 210059776, 112000228, 32208861, 261
163, 271777792, 120404692, 949267660, 210059776, 112000228, 32208861, 261
164, 271777792, 123205060, 952068028, 210059776, 112000228, 32208861, 261
165, 271777792, 126005428, 954868396, 210059776, 112000228, 32208861, 261
166, 271777792, 128805796, 957668764, 210059776, 112000228, 32208861, 261
167, 271777792, 131606164, 960469132, 210059776, 112000228, 32208861, 261
168, 271777792, 134400460, 1094869728, 210065848, 131600228, 32208861, 4127783976
169, 271777792, 137201192, 1097670460, 210065848, 131600228, 32213639, 261
170, 271777792, 140001740, 1100471008, 210065848, 131600228, 32211203, 261
171, 271777792, 140002376, 1100471644, 210065848, 131600228, 32211203, 261
172, 271777792, 140003012, 1100472280, 210065848, 131600228, 655012481, 261
173, 271777792, 140003648, 1100472916, 210065848, 131600228, 655012503, 261
174, 271777792, 140004284, 1100473552, 210065848, 131600228, 655012503, 261
175, 271777792, 140004920, 1100474188, 210065848, 131600228, 655012503, 261
176, 271777792, 140005556, 1100474824, 210065848, 131600228, 655012503, 261
177, 271777792, 140006192, 1100475460, 210065848, 131600228, 655012503, 261
178, 271777792, 140006828, 1100476096, 210065848, 131600228, 655012503, 261
179, 271777792, 140007464, 1100476732, 210065848, 131600228, 655012503, 261
180, 271777792, 140008100, 1100477368, 210065848, 131600228, 655012503, 261

